decade,genre,title,artist,racial_name_association,weat_effect_size,status
1950,R&B/Soul,There Goes My Baby,The Drifters,0.020947246442693072,-0.0997526555348124,ok
1950,R&B/Soul,You Send Me,Sam Cooke,0.014508868215896146,-0.0997526555348124,ok
1950,R&B/Soul,A Lover's Question,Clyde McPhatter,0.029107408365086806,-0.0997526555348124,ok
1950,R&B/Soul,Teardrops from My Eyes,Ruth Brown,0.028311607389087716,-0.0997526555348124,ok
1950,R&B/Soul,"Shake, Rattle and Roll",Big Joe Turner,0.021472833708044793,-0.0997526555348124,ok
1950,R&B/Soul,"Please, Please, Please",James Brown,0.034424927968225535,-0.0997526555348124,ok
1950,R&B/Soul,Lonely Teardrops,Jackie Wilson,0.01564112904952942,-0.0997526555348124,ok
1950,Country,Your Cheatin' Heart,Hank Williams,0.018114916781926626,-0.0997526555348124,ok
1950,Country,I Walk the Line,Johnny Cash,0.023900743694715176,-0.0997526555348124,ok
1950,Country,It Wasn't God Who Made Honky Tonk Angels,Kitty Wells,0.029735276538306515,-0.0997526555348124,ok
1950,Country,There Stands the Glass,Webb Pierce,0.021075796439232106,-0.0997526555348124,ok
1950,Country,El Paso,Marty Robbins,0.01952469510565696,-0.0997526555348124,ok
1950,Country,"Live Fast, Love Hard, Die Young",Faron Young,0.023795843589168943,-0.0997526555348124,ok
1950,Country,Crazy Arms,Ray Price,0.02142724031433586,-0.0997526555348124,ok
1950,Country,Walkin' After Midnight,Patsy Cline,0.008810878783736185,-0.0997526555348124,ok
1950,Country,The Cattle Call,Eddy Arnold,0.004366031698318745,-0.0997526555348124,ok
1950,Country,I'm Moving On,Hank Snow,0.02503961042614761,-0.0997526555348124,ok
1960,Pop,Hey Jude,The Beatles,0.017869164199708125,0.2569415503871678,ok
1960,Pop,I'm a Believer,The Monkees,0.022843510855095582,0.2569415503871678,ok
1960,Pop,The Sound of Silence,Simon & Garfunkel,0.01756948329350594,0.2569415503871678,ok
1960,Pop,Good Vibrations,The Beach Boys,0.021783200756283514,0.2569415503871678,ok
1960,Pop,"Sugar, Sugar",The Archies,0.017368156095593657,0.2569415503871678,ok
1960,Pop,Strangers in the Night,Frank Sinatra,0.018410373869879846,0.2569415503871678,ok
1960,Pop,It's Not Unusual,Tom Jones,0.020387715394656388,0.2569415503871678,ok
1960,Pop,Son of a Preacher Man,Dusty Springfield,0.02014186895963962,0.2569415503871678,ok
1960,Pop,Sweet Caroline,Neil Diamond,0.020816693555464023,0.2569415503871678,ok
1960,Pop,Windy,The Association,0.010302419028335496,0.2569415503871678,ok
1960,Rock,(I Can't Get No) Satisfaction,The Rolling Stones,0.02146254860043849,0.2569415503871678,ok
1960,Rock,Like a Rolling Stone,Bob Dylan,0.017631360569994953,0.2569415503871678,ok
1960,Rock,Purple Haze,The Jimi Hendrix Experience,0.028097583342446133,0.2569415503871678,ok
1960,Rock,My Generation,The Who,0.01809985548176046,0.2569415503871678,ok
1960,Rock,Light My Fire,The Doors,0.01457224727509934,0.2569415503871678,ok
1960,Rock,House of the Rising Sun,The Animals,0.0160097535608029,0.2569415503871678,ok
1960,Rock,Sunshine of Your Love,Cream,0.02023465467960516,0.2569415503871678,ok
1960,Rock,Whole Lotta Love,Led Zeppelin,0.018405332644407368,0.2569415503871678,ok
1960,Rock,Born to Be Wild,Steppenwolf,0.013248142791588,0.2569415503871678,ok
1960,Rock,You Really Got Me,The Kinks,0.010519417881897041,0.2569415503871678,ok
1960,R&B/Soul,Respect,Aretha Franklin,0.01428109455382907,0.2569415503871678,ok
1960,R&B/Soul,I Heard It Through the Grapevine,Marvin Gaye,0.0235438521864096,0.2569415503871678,ok
1960,R&B/Soul,(Sittin' On) The Dock of the Bay,Otis Redding,0.011543976438259884,0.2569415503871678,ok
1960,R&B/Soul,Stop! In the Name of Love,The Supremes,0.026786080687884847,0.2569415503871678,ok
1960,R&B/Soul,My Girl,The Temptations,0.01607398406205684,0.2569415503871678,ok
1960,R&B/Soul,I Got You (I Feel Good),James Brown,0.018191513508416992,0.2569415503871678,ok
1960,R&B/Soul,The Tracks of My Tears,Smokey Robinson,0.02270556701777206,0.2569415503871678,ok
1960,R&B/Soul,Soul Man,Sam & Dave,0.018326801732840115,0.2569415503871678,ok
1960,R&B/Soul,Reach Out I'll Be There,Four Tops,0.015731989056226407,0.2569415503871678,ok
1960,R&B/Soul,Dancing in the Street,Martha and the Vandellas,0.011692225243014364,0.2569415503871678,ok
1960,Country,Crazy,Patsy Cline,0.016435406242758445,0.2569415503871678,ok
1960,Country,Ring of Fire,Johnny Cash,0.023422591812986792,0.2569415503871678,ok
1960,Country,Don't Come Home A-Drinkin',Loretta Lynn,0.03787156525350903,0.2569415503871678,ok
1960,Country,Mama Tried,Merle Haggard,0.017316969046809082,0.2569415503871678,ok
1960,Country,Stand by Your Man,Tammy Wynette,0.028053009016000947,0.2569415503871678,ok
1960,Country,I've Got a Tiger By the Tail,Buck Owens,0.008219702730736652,0.2569415503871678,ok
1960,Country,She Thinks I Still Care,George Jones,0.02613035581829165,0.2569415503871678,ok
1960,Country,He'll Have to Go,Jim Reeves,0.040467425011124984,0.2569415503871678,ok
1960,Country,Kiss an Angel Good Mornin',Charley Pride,0.029509792233640333,0.2569415503871678,ok
1960,Country,King of the Road,Roger Miller,0.009972850582952074,0.2569415503871678,ok
1970,Pop,Your Song,Elton John,0.0300215550074677,0.4441268753296065,ok
1970,Pop,Stayin' Alive,The Bee Gees,0.011099549344599455,0.4441268753296065,ok
1970,Pop,Dancing Queen,ABBA,0.024873939329395234,0.4441268753296065,ok
1970,Pop,Close to You,Carpenters,0.016599181120855327,0.4441268753296065,ok
1970,Pop,You're the One That I Want,Olivia Newton-John,0.019465296718188526,0.4441268753296065,ok
1970,Pop,Maggie May,Rod Stewart,0.026448705024698208,0.4441268753296065,ok
1970,Pop,Killing Me Softly with His Song,Roberta Flack,0.0173778566661068,0.4441268753296065,ok
1970,Pop,You're So Vain,Carly Simon,0.021711778498306255,0.4441268753296065,ok
1970,Pop,The Way We Were,Barbra Streisand,0.02087466859485609,0.4441268753296065,ok
1970,Pop,Hotel California,Eagles,0.020018998059776538,0.4441268753296065,ok
1970,Rock,Stairway to Heaven,Led Zeppelin,0.019600457229587226,0.4441268753296065,ok
1970,Rock,Bohemian Rhapsody,Queen,0.01874761371085718,0.4441268753296065,ok
1970,Rock,"Another Brick in the Wall, Pt. 2",Pink Floyd,0.01758093437290166,0.4441268753296065,ok
1970,Rock,Go Your Own Way,Fleetwood Mac,0.028370177040607146,0.4441268753296065,ok
1970,Rock,Brown Sugar,The Rolling Stones,0.008296573833212313,0.4441268753296065,ok
1970,Rock,Dream On,Aerosmith,0.02590879107708455,0.4441268753296065,ok
1970,Rock,Born to Run,Bruce Springsteen,0.009273511764426878,0.4441268753296065,ok
1970,Rock,Paranoid,Black Sabbath,0.028930858447090875,0.4441268753296065,ok
1970,Rock,Starman,David Bowie,0.01694374771411673,0.4441268753296065,ok
1970,Rock,Baba O'Riley,The Who,0.009770442803308358,0.4441268753296065,ok
1970,R&B/Soul,Superstition,Stevie Wonder,0.020522570905954145,0.4441268753296065,ok
1970,R&B/Soul,What's Going On,Marvin Gaye,0.022652483544539213,0.4441268753296065,ok
1970,R&B/Soul,September,"Earth, Wind & Fire",0.013017335612839203,0.4441268753296065,ok
1970,R&B/Soul,Let's Stay Together,Al Green,0.02471573667257002,0.4441268753296065,ok
1970,R&B/Soul,I Feel Love,Donna Summer,0.007497387956889552,0.4441268753296065,ok
1970,R&B/Soul,Ain't No Mountain High Enough,Diana Ross,0.021196563550157397,0.4441268753296065,ok
1970,R&B/Soul,Move On Up,Curtis Mayfield,0.023262716388311355,0.4441268753296065,ok
1970,R&B/Soul,Family Affair,Sly & The Family Stone,0.023129319439494356,0.4441268753296065,ok
1970,R&B/Soul,Jungle Boogie,Kool & The Gang,0.013611709198322552,0.4441268753296065,ok
1970,R&B/Soul,Love Train,The O'Jays,0.00981970175097926,0.4441268753296065,ok
1970,Country,Jolene,Dolly Parton,0.019631358441113,0.4441268753296065,ok
1970,Country,Blue Eyes Crying in the Rain,Willie Nelson,0.023636555363559065,0.4441268753296065,ok
1970,Country,Mammas Don't Let Your Babies Grow Up to Be Cowboys,Waylon Jennings,0.016808167656399357,0.4441268753296065,ok
1970,Country,"Take Me Home, Country Roads",John Denver,0.011136168253413778,0.4441268753296065,ok
1970,Country,The Gambler,Kenny Rogers,0.021129609066639746,0.4441268753296065,ok
1970,Country,Coal Miner's Daughter,Loretta Lynn,0.02525962529899357,0.4441268753296065,ok
1970,Country,The Most Beautiful Girl,Charlie Rich,0.025954851105239714,0.4441268753296065,ok
1970,Country,Hello Darlin',Conway Twitty,0.025644104955181934,0.4441268753296065,ok
1970,Country,Delta Dawn,Tanya Tucker,0.019723869270198195,0.4441268753296065,ok
1970,Country,It Was Almost Like a Song,Ronnie Milsap,0.02295707044529984,0.4441268753296065,ok
1980,Pop,Billie Jean,Michael Jackson,0.027789964733732526,0.665495726080122,ok
1980,Pop,Like a Virgin,Madonna,0.02454623168853121,0.665495726080122,ok
1980,Pop,I Wanna Dance with Somebody,Whitney Houston,0.02036199714231229,0.665495726080122,ok
1980,Pop,When Doves Cry,Prince,0.02276983302614507,0.665495726080122,ok
1980,Pop,Faith,George Michael,0.029174624491297478,0.665495726080122,ok
1980,Pop,Girls Just Want to Have Fun,Cyndi Lauper,0.030695027824678988,0.665495726080122,ok
1980,Pop,Take On Me,A-ha,0.02894287558208749,0.665495726080122,ok
1980,Pop,Never Gonna Give You Up,Rick Astley,0.019670009051700008,0.665495726080122,ok
1980,Pop,Every Breath You Take,The Police,0.03540262054004601,0.665495726080122,ok
1980,Pop,Karma Chameleon,Culture Club,0.017523448050870853,0.665495726080122,ok
1980,Rock,Sweet Child O' Mine,Guns N' Roses,0.026926063939170294,0.665495726080122,ok
1980,Rock,Livin' on a Prayer,Bon Jovi,0.020452782969932214,0.665495726080122,ok
1980,Rock,Back In Black,AC/DC,0.02121772812731349,0.665495726080122,ok
1980,Rock,Pour Some Sugar on Me,Def Leppard,0.025668852774846745,0.665495726080122,ok
1980,Rock,Don't Stop Believin',Journey,0.01462318666220293,0.665495726080122,ok
1980,Rock,Jump,Van Halen,0.02860098975379709,0.665495726080122,ok
1980,Rock,With or Without You,U2,0.017866861677331244,0.665495726080122,ok
1980,Rock,Money for Nothing,Dire Straits,0.007418259150287842,0.665495726080122,ok
1980,Rock,Should I Stay or Should I Go,The Clash,0.005760065082026736,0.665495726080122,ok
1980,Rock,Born in the U.S.A.,Bruce Springsteen,0.01559286531398534,0.665495726080122,ok
1980,R&B/Soul,Super Freak,Rick James,0.01864346008944583,0.665495726080122,ok
1980,R&B/Soul,All Night Long,Lionel Richie,0.017207689025546702,0.665495726080122,ok
1980,R&B/Soul,I'm Coming Out,Diana Ross,0.022240955941369198,0.665495726080122,ok
1980,R&B/Soul,Never Too Much,Luther Vandross,0.034660731097218164,0.665495726080122,ok
1980,R&B/Soul,Celebration,Kool & The Gang,0.008517436520676139,0.665495726080122,ok
1980,R&B/Soul,I Feel for You,Chaka Khan,0.0328052070582811,0.665495726080122,ok
1980,R&B/Soul,Let's Groove,"Earth, Wind & Fire",0.023749643834979805,0.665495726080122,ok
1980,R&B/Soul,Sexual Healing,Marvin Gaye,0.021726355406918096,0.665495726080122,ok
1980,R&B/Soul,Sweet Love,Anita Baker,0.0321464650823756,0.665495726080122,ok
1980,R&B/Soul,Part-Time Lover,Stevie Wonder,0.03332957835303137,0.665495726080122,ok
1980,Country,Amarillo by Morning,George Strait,0.014523770155334353,0.665495726080122,ok
1980,Country,"Forever and Ever, Amen",Randy Travis,0.03769558278750917,0.665495726080122,ok
1980,Country,9 to 5,Dolly Parton,0.022304586638833248,0.665495726080122,ok
1980,Country,Lady,Kenny Rogers,0.028220960189345407,0.665495726080122,ok
1980,Country,Whoever's in New England,Reba McEntire,0.024511301703617674,0.665495726080122,ok
1980,Country,Grandpa (Tell Me 'Bout the Good Old Days),The Judds,0.04143047281835462,0.665495726080122,ok
1980,Country,A Country Boy Can Survive,Hank Williams Jr.,0.01667685364976016,0.665495726080122,ok
1980,Country,Here in the Real World,Alan Jackson,0.04113474332426744,0.665495726080122,ok
1980,Country,The Dance,Garth Brooks,0.030363066146391133,0.665495726080122,ok
1980,Country,Killin' Time,Clint Black,0.03587225359351306,0.665495726080122,ok
1980,Hip-Hop,The Message,Grandmaster Flash,0.022413004649823955,0.665495726080122,ok
1980,Hip-Hop,Walk This Way,Run-D.M.C.,0.03219465410789381,0.665495726080122,ok
1980,Hip-Hop,Rapper's Delight,Sugarhill Gang,0.021123519358217668,0.665495726080122,ok
1980,Hip-Hop,Fight the Power,Public Enemy,0.018842339475044347,0.665495726080122,ok
1980,Hip-Hop,Straight Outta Compton,N.W.A.,0.023231706399563404,0.665495726080122,ok
1980,Hip-Hop,I Need Love,LL Cool J,0.031783893081217866,0.665495726080122,ok
1980,Hip-Hop,Push It,Salt-N-Pepa,0.03604978305550234,0.665495726080122,ok
1980,Hip-Hop,Children's Story,Slick Rick,0.028473619372699353,0.665495726080122,ok
1980,Hip-Hop,Paid in Full,Eric B. & Rakim,0.025454180377201978,0.665495726080122,ok
1980,Hip-Hop,(You Gotta) Fight for Your Right (To Party!),Beastie Boys,,0.665495726080122,no_lyrics
1990,Pop,...Baby One More Time,Britney Spears,0.034179982634868857,0.4657958538328496,ok
1990,Pop,I Want It That Way,Backstreet Boys,0.024817481413750852,0.4657958538328496,ok
1990,Pop,Wannabe,Spice Girls,0.035867331521574425,0.4657958538328496,ok
1990,Pop,My Heart Will Go On,Celine Dion,0.03887233142341936,0.4657958538328496,ok
1990,Pop,Tearin' up My Heart,N'Sync,0.029749906597633633,0.4657958538328496,ok
1990,Pop,Genie in a Bottle,Christina Aguilera,0.020496279577239172,0.4657958538328496,ok
1990,Pop,Fantasy,Mariah Carey,0.019268922791878824,0.4657958538328496,ok
1990,Pop,Livin' la Vida Loca,Ricky Martin,0.014669494647030995,0.4657958538328496,ok
1990,Pop,Waterfalls,TLC,0.02233074482990144,0.4657958538328496,ok
1990,Pop,Truly Madly Deeply,Savage Garden,0.019314720719331886,0.4657958538328496,ok
1990,Rock,Smells Like Teen Spirit,Nirvana,0.02152245122195231,0.4657958538328496,ok
1990,Rock,Alive,Pearl Jam,0.037677555571438,0.4657958538328496,ok
1990,Rock,Wonderwall,Oasis,0.033851458095957625,0.4657958538328496,ok
1990,Rock,Under the Bridge,Red Hot Chili Peppers,0.033207647775379094,0.4657958538328496,ok
1990,Rock,Basket Case,Green Day,0.01631993938836238,0.4657958538328496,ok
1990,Rock,Creep,Radiohead,0.015823334943870414,0.4657958538328496,ok
1990,Rock,1979,The Smashing Pumpkins,0.018903122324856244,0.4657958538328496,ok
1990,Rock,Enter Sandman,Metallica,0.02453195920049528,0.4657958538328496,ok
1990,Rock,Everlong,Foo Fighters,0.04065192182062523,0.4657958538328496,ok
1990,Rock,All the Small Things,Blink-182,0.032605176585509925,0.4657958538328496,ok
1990,R&B/Soul,End of the Road,Boyz II Men,0.045993997926386955,0.4657958538328496,ok
1990,R&B/Soul,I Will Always Love You,Whitney Houston,0.029364301047137966,0.4657958538328496,ok
1990,R&B/Soul,No Scrubs,TLC,0.020182030983756982,0.4657958538328496,ok
1990,R&B/Soul,Say My Name,Destiny's Child,0.03379823773467553,0.4657958538328496,ok
1990,R&B/Soul,Always Be My Baby,Mariah Carey,0.027935934064793985,0.4657958538328496,ok
1990,R&B/Soul,Doo Wop (That Thing),Lauryn Hill,0.025018229336359013,0.4657958538328496,ok
1990,R&B/Soul,I Believe I Can Fly,R. Kelly,0.027675581673636287,0.4657958538328496,ok
1990,R&B/Soul,Un-Break My Heart,Toni Braxton,0.032566008739249926,0.4657958538328496,ok
1990,R&B/Soul,Are You That Somebody?,Aaliyah,0.024585420886953663,0.4657958538328496,ok
1990,R&B/Soul,My Lovin' (You're Never Gonna Get It),En Vogue,0.03300097154941889,0.4657958538328496,ok
1990,Country,Friends in Low Places,Garth Brooks,0.030178771844364075,0.4657958538328496,ok
1990,Country,Man! I Feel Like a Woman!,Shania Twain,0.02321763865205286,0.4657958538328496,ok
1990,Country,Don't Take the Girl,Tim McGraw,0.04104431674641351,0.4657958538328496,ok
1990,Country,Carrying Your Love with Me,George Strait,0.03026265121022218,0.4657958538328496,ok
1990,Country,Chattahoochee,Alan Jackson,0.019222885177065975,0.4657958538328496,ok
1990,Country,This Kiss,Faith Hill,0.03280705701580895,0.4657958538328496,ok
1990,Country,Boot Scootin' Boogie,Brooks & Dunn,0.012424024926568866,0.4657958538328496,ok
1990,Country,Wide Open Spaces,Dixie Chicks,0.030366554460143847,0.4657958538328496,ok
1990,Country,Independence Day,Martina McBride,0.032264572225560575,0.4657958538328496,ok
1990,Country,I Still Believe in You,Vince Gill,0.045872446918369315,0.4657958538328496,ok
1990,Hip-Hop,California Love,2Pac,0.00879450092922299,0.4657958538328496,ok
1990,Hip-Hop,Juicy,The Notorious B.I.G.,0.015011280208245444,0.4657958538328496,ok
1990,Hip-Hop,Nuthin' but a 'G' Thang,Dr. Dre,0.01985558056608483,0.4657958538328496,ok
1990,Hip-Hop,Gin and Juice,Snoop Dogg,0.01816905845950373,0.4657958538328496,ok
1990,Hip-Hop,Gangsta's Paradise,Coolio,0.023938596277424014,0.4657958538328496,ok
1990,Hip-Hop,C.R.E.A.M.,Wu-Tang Clan,0.01845254572127654,0.4657958538328496,ok
1990,Hip-Hop,N.Y. State of Mind,Nas,0.014616975316932037,0.4657958538328496,ok
1990,Hip-Hop,My Name Is,Eminem,0.026150223868605185,0.4657958538328496,ok
1990,Hip-Hop,Hard Knock Life,Jay-Z,0.020261746901877774,0.4657958538328496,ok
1990,Hip-Hop,Rosa Parks,Outkast,0.019641636462024062,0.4657958538328496,ok
2000,Pop,Since U Been Gone,Kelly Clarkson,0.03388120793464637,0.4657958538328496,ok
2000,Pop,Poker Face,Lady Gaga,0.02459597599013067,0.4657958538328496,ok
2000,Pop,Umbrella,Rihanna,0.025791080528939442,0.4657958538328496,ok
2000,Pop,Cry Me a River,Justin Timberlake,0.03486346984218932,0.4657958538328496,ok
2000,Pop,I Kissed a Girl,Katy Perry,0.0326814269377291,0.4657958538328496,ok
2000,Pop,Viva La Vida,Coldplay,0.014306425536813399,0.4657958538328496,ok
2000,Pop,Crazy in Love,Beyoncé,0.02910427573489537,0.4657958538328496,ok
2000,Pop,Hips Don't Lie,Shakira,0.011839954284606343,0.4657958538328496,ok
2000,Pop,Complicated,Avril Lavigne,0.03137300858693944,0.4657958538328496,ok
2000,Pop,I Gotta Feeling,Black Eyed Peas,0.0218977750876674,0.4657958538328496,ok
2000,Rock,Mr. Brightside,The Killers,0.026783063155919787,0.4657958538328496,ok
2000,Rock,In the End,Linkin Park,0.029952562036900967,0.4657958538328496,ok
2000,Rock,Boulevard of Broken Dreams,Green Day,0.01895289481628738,0.4657958538328496,ok
2000,Rock,Seven Nation Army,The White Stripes,0.018119415491358766,0.4657958538328496,ok
2000,Rock,Sex on Fire,Kings of Leon,0.012045313305484424,0.4657958538328496,ok
2000,Rock,Best of You,Foo Fighters,0.03887664400397833,0.4657958538328496,ok
2000,Rock,Bring Me to Life,Evanescence,0.029517753811489154,0.4657958538328496,ok
2000,Rock,"Sugar, We're Goin Down",Fall Out Boy,0.028953640380701022,0.4657958538328496,ok
2000,Rock,Welcome to the Black Parade,My Chemical Romance,0.02449781950762508,0.4657958538328496,ok
2000,Rock,Californication,Red Hot Chili Peppers,0.010921314678407491,0.4657958538328496,ok
2000,R&B/Soul,Fallin',Alicia Keys,0.02182227341698763,0.4657958538328496,ok
2000,R&B/Soul,Yeah!,Usher,0.02645717694530742,0.4657958538328496,ok
2000,R&B/Soul,Let Me Love You,Mario,0.03363708403342071,0.4657958538328496,ok
2000,R&B/Soul,Irreplaceable,Beyoncé,0.03397603111804418,0.4657958538328496,ok
2000,R&B/Soul,So Sick,Ne-Yo,0.03412208861040518,0.4657958538328496,ok
2000,R&B/Soul,Ordinary People,John Legend,0.03264736683145063,0.4657958538328496,ok
2000,R&B/Soul,Family Affair,Mary J. Blige,0.031929383965086135,0.4657958538328496,ok
2000,R&B/Soul,Try Again,Aaliyah,0.03561070950566967,0.4657958538328496,ok
2000,R&B/Soul,Survivor,Destiny's Child,0.018773042954885067,0.4657958538328496,ok
2000,R&B/Soul,Run It!,Chris Brown,0.030188684881181517,0.4657958538328496,ok
2000,Country,Before He Cheats,Carrie Underwood,0.02553955786000307,0.4657958538328496,ok
2000,Country,Love Story,Taylor Swift,0.04036075293258289,0.4657958538328496,ok
2000,Country,Whiskey Lullaby,Brad Paisley,0.031025416926377978,0.4657958538328496,ok
2000,Country,The Good Stuff,Kenny Chesney,0.03456738933156093,0.4657958538328496,ok
2000,Country,"Courtesy of the Red, White and Blue",Toby Keith,0.03142389356740747,0.4657958538328496,ok
2000,Country,Chicken Fried,Zac Brown Band,0.026178784179066165,0.4657958538328496,ok
2000,Country,Live Like You Were Dying,Tim McGraw,0.03165173970891807,0.4657958538328496,ok
2000,Country,Not Ready to Make Nice,Dixie Chicks,0.03524993111415759,0.4657958538328496,ok
2000,Country,What Hurts the Most,Rascal Flatts,0.03520223657927432,0.4657958538328496,ok
2000,Country,Somebody Like You,Keith Urban,0.029089421028413418,0.4657958538328496,ok
2000,Hip-Hop,Lose Yourself,Eminem,0.020587144159335075,0.4657958538328496,ok
2000,Hip-Hop,In Da Club,50 Cent,0.02209694118459212,0.4657958538328496,ok
2000,Hip-Hop,Hey Ya!,Outkast,0.03640495632801302,0.4657958538328496,ok
2000,Hip-Hop,Gold Digger,Kanye West,0.022034816739933495,0.4657958538328496,ok
2000,Hip-Hop,99 Problems,Jay-Z,0.020957960321557313,0.4657958538328496,ok
2000,Hip-Hop,Drop It Like It's Hot,Snoop Dogg,0.02198805875832852,0.4657958538328496,ok
2000,Hip-Hop,Whatever You Like,T.I.,0.031241613360531655,0.4657958538328496,ok
2000,Hip-Hop,A Milli,Lil Wayne,0.017975467953540443,0.4657958538328496,ok
2000,Hip-Hop,Hot In Herre,Nelly,0.02358250961049483,0.4657958538328496,ok
2000,Hip-Hop,Get Ur Freak On,Missy Elliott,0.02922044495833438,0.4657958538328496,ok
2010,Pop,Rolling in the Deep,Adele,0.03562660234944866,0.4657958538328496,ok
2010,Pop,Shape of You,Ed Sheeran,0.03261645142746295,0.4657958538328496,ok
2010,Pop,Uptown Funk,Mark Ronson,0.014588984536544752,0.4657958538328496,ok
2010,Pop,Blank Space,Taylor Swift,0.03024999843416062,0.4657958538328496,ok
2010,Pop,Sorry,Justin Bieber,0.036876238024069044,0.4657958538328496,ok
2010,Pop,Roar,Katy Perry,0.024895778040448846,0.4657958538328496,ok
2010,Pop,Happy,Pharrell Williams,0.03389927844288905,0.4657958538328496,ok
2010,Pop,"thank u, next",Ariana Grande,0.02611082496565374,0.4657958538328496,ok
2010,Pop,Chandelier,Sia,0.024659464135891224,0.4657958538328496,ok
2010,Pop,New Rules,Dua Lipa,0.03720980893109796,0.4657958538328496,ok
2010,Rock,Do I Wanna Know?,Arctic Monkeys,0.026024027310989597,0.4657958538328496,ok
2010,Rock,Radioactive,Imagine Dragons,0.01486061348573708,0.4657958538328496,ok
2010,Rock,Stressed Out,Twenty One Pilots,0.029685201765886394,0.4657958538328496,ok
2010,Rock,Lonely Boy,The Black Keys,0.0316686166694303,0.4657958538328496,ok
2010,Rock,Take Me to Church,Hozier,0.015211423532737162,0.4657958538328496,ok
2010,Rock,Ain't It Fun,Paramore,0.025417094493613773,0.4657958538328496,ok
2010,Rock,Walk,Foo Fighters,0.02576524261094286,0.4657958538328496,ok
2010,Rock,I Will Wait,Mumford & Sons,0.026349082878941346,0.4657958538328496,ok
2010,Rock,High Hopes,Panic! At The Disco,0.02208046599741121,0.4657958538328496,ok
2010,Rock,Madness,Muse,0.034632974806428886,0.4657958538328496,ok
2010,R&B/Soul,Can't Feel My Face,The Weeknd,0.03889125921152435,0.4657958538328496,ok
2010,R&B/Soul,That's What I Like,Bruno Mars,0.017159734532723857,0.4657958538328496,ok
2010,R&B/Soul,Thinkin Bout You,Frank Ocean,0.02638969905311319,0.4657958538328496,ok
2010,R&B/Soul,Redbone,Childish Gambino,0.026889341860133014,0.4657958538328496,ok
2010,R&B/Soul,The Weekend,SZA,0.030412051611278284,0.4657958538328496,ok
2010,R&B/Soul,Get You,Daniel Caesar,0.020764852263638917,0.4657958538328496,ok
2010,R&B/Soul,Adorn,Miguel,0.0256744080275829,0.4657958538328496,ok
2010,R&B/Soul,Formation,Beyoncé,0.014486608207940867,0.4657958538328496,ok
2010,R&B/Soul,Location,Khalid,0.032024306426824134,0.4657958538328496,ok
2010,R&B/Soul,Needed Me,Rihanna,0.02912518264968241,0.4657958538328496,ok
2010,Country,Cruise,Florida Georgia Line,0.026301872207296326,0.4657958538328496,ok
2010,Country,Play It Again,Luke Bryan,0.03105585990818359,0.4657958538328496,ok
2010,Country,Body Like a Back Road,Sam Hunt,0.020583087322944466,0.4657958538328496,ok
2010,Country,Tennessee Whiskey,Chris Stapleton,0.02083304655525728,0.4657958538328496,ok
2010,Country,Follow Your Arrow,Kacey Musgraves,0.022841353040761576,0.4657958538328496,ok
2010,Country,Dirt Road Anthem,Jason Aldean,0.025173255558384174,0.4657958538328496,ok
2010,Country,Die a Happy Man,Thomas Rhett,0.018580067308128112,0.4657958538328496,ok
2010,Country,The House That Built Me,Miranda Lambert,0.03146942401941967,0.4657958538328496,ok
